,Make,Model,year,CC,distance,transmission,color,price
2154,Nissan,Sunny,2007,1600,170000,automatic,Petroleum,130000
2155,Skoda,Fantasia,2010,1600,160000,automatic,Black,240000
2156,Speranza,A516,2010,1600,300000,manual,White,55000
2157,Daewoo,Lanos 2,2003,1600,237000,manual,White,60000
2158,Chevrolet,Cruze,2016,1600,89000,automatic,Gray,220000
2159,Chevrolet,Optra,2018,1600,80000,automatic,Dark blue,185000
2160,Hyundai,Verna,2010,1600,90000,manual,Champagne,95000
2161,Daewoo,Lanos,1997,1600,200000,manual,Green,62000
2162,Nissan,Sentra,2017,1600,76000,automatic,White,190000
2163,Mitsubishi,Lancer,2006,1600,300000,automatic,Silver,120000
2164,Hyundai,Verna,2014,1600,225000,manual,Black,135000
2165,Opel,Astra,2005,1600,297000,automatic,White,115000
2166,Hyundai,Elantra,2004,1600,285000,automatic,Silver,112000
2167,Skoda,Octavia A5,2009,1600,200000,automatic,Light grey,175000
2168,Proton,Saga,2010,1600,170000,manual,Red,95000
2169,Chevrolet,Lanos,2014,1500,150000,manual,Silver,100000
2170,Chevrolet,Aveo,2011,1500,140000,automatic,Cyan,115000
2171,Speranza,M12,2011,1600,105000,manual,Red,97000
2172,Daewoo,Nubira 2,1999,1600,270000,automatic,Gold,100000
2173,Opel,Astra,2008,1600,180000,automatic,Gray,105000
2174,Geely,Emgrand 7,2014,1600,200000,manual,Silver,92000
2175,Kia,Spectra,2003,1600,210009,automatic,Black,98000
2176,Peugeot,301,2015,1600,65000,automatic,Gray,165000
2177,Chevrolet,Optra,2008,1600,215000,automatic,Black,120000
2178,Daewoo,Lanos,1999,1500,200000,manual,Black,65000
2179,Hyundai,Avante,2003,1600,130000,automatic,Silver,135000
2180,Hyundai,Elantra,2010,1600,150000,automatic,Black,185000
2181,Kia,Rio,2004,1600,225000,manual,Silver,76000
2182,Daewoo,Nubira 1,1997,1500,75000,manual,Black,69000
2183,Speranza,Envy,2017,1500,160000,manual,Light grey,110000
2184,Chevrolet,Aveo,2015,1600,100000,automatic,Red,170000
2185,Hyundai,Accent,2007,1600,190000,automatic,Gold,149000
2186,Toyota,Yaris,2015,1600,170000,automatic,Silver,245000
2187,Mitsubishi,Lancer,2015,1600,143000,automatic,Silver,213000
2188,Ford,Focus,2015,1500,295000,automatic,White,288000
2189,Nissan,Sentra,2018,1600,100000,automatic,Gray,230000
2190,Fiat,Tipo,2020,1400,75000,manual,Black,190000
2191,Mercedes,E 240,2003,1400,150000,automatic,Silver,330000
2192,Skoda,Octavia A4,1999,1600,258000,manual,Red,100000
2193,Hyundai,Verna,2013,1600,250000,manual,White,110000
2194,Renault,Logan,2016,1600,90000,manual,Silver,135000
2195,Opel,Astra,2015,1600,130000,automatic,Bronze,232000
2196,Nissan,Sunny,2012,1600,150000,automatic,Black,174000
2197,Nissan,Sunny,2019,1500,101000,automatic,Silver,210000
2198,Mitsubishi,Lancer,2008,1600,160000,automatic,Silver,110000
2199,Volvo,S60,2012,1600,93000,automatic,Dark blue,200000
2200,Skoda,Octavia A4,2006,1600,160000,automatic,Black,134000
2201,Hyundai,Verna,2015,1600,112000,manual,Dark red,140000
2202,Hyundai,Accent,2011,1600,218000,manual,Silver,122000
2203,Nissan,Sunny,2017,1500,130000,automatic,Bronze,175000
2204,Chevrolet,Optra,2006,1600,250000,automatic,Green,130000
2205,Kia,Cerato,2011,1600,118000,automatic,Mocha,180000
2206,Renault,Megane,2005,1600,100000,manual,Dark blue,95000
2207,Seat,Cordoba,2001,1600,200000,manual,Dark red,72000
2208,Renault,Megane,2005,1600,120000,automatic,Dark blue,92000
2209,Chevrolet,Lanos,2010,1500,165000,manual,Dark red,89000
2210,Hyundai,Verna,2015,1600,200000,manual,White,135000
2211,Chevrolet,Lanos,2009,1500,93000,manual,Silver,115000
2212,Nissan,Sunny,2005,1600,30000,automatic,Light grey,135000
2213,Kia,Shuma,2001,1600,150000,manual,Gray,85000
2214,Byd,F3,2010,1500,4000,manual,White,82000
2215,Daewoo,Lanos,2000,1500,150000,manual,Silver,72000
2216,Hyundai,Elantra MD,2015,1600,105000,automatic,Silver,240000
2217,Volkswagen,Passat,2008,1600,125000,automatic,Black,230000
2218,Mitsubishi,Lancer,2007,1600,221000,automatic,Gray,155000
2219,Chevrolet,Optra,2004,1500,150000,manual,Cyan,85000
2220,Renault,Logan,2016,1600,43000,automatic,Red,160000
2221,Brilliance,FSV,2010,1600,130000,manual,Dark blue,80000
2222,Nissan,Sunny,2008,1600,280000,automatic,Black,130000
2223,Kia,Cerato,2016,1600,140000,automatic,Red,250000
2224,Chevrolet,Optra,2006,1600,144000,automatic,Silver,155000
2225,Opel,Astra,2013,1600,92000,automatic,Light grey,200000
2226,Daewoo,Lanos,1997,1500,350000,manual,White,67000
2227,Daewoo,Lanos,2006,1500,130000,manual,Dark red,55000
2228,Speranza,A516,2008,1600,361000,manual,Blue,65000
2229,Lada,Granta,2017,1500,150000,manual,Gold,105000
2230,Renault,Megane,2020,1600,50000,automatic,Blue,300000
2231,Peugeot,405,1996,1600,150000,manual,Green,55000
2232,Brilliance,FSV,2013,1500,157000,manual,Black,115000
2233,Fiat,Linea,2008,1400,300000,manual,Red,100000
2234,Toyota,Corolla,2008,1600,250000,automatic,Black,150000
2235,Changan,V7,2016,1600,155000,automatic,Silver,140000
2236,Volkswagen,Passat,2000,1600,123000,automatic,Cyan,118000
2237,Renault,Logan,2017,1600,146000,manual,Red,135000
2238,Hyundai,Verna,2012,1600,160000,automatic,Light grey,60000
2239,Renault,Logan,2015,1600,120000,manual,Gold,65000
2240,Hyundai,Verna,2005,1600,185000,automatic,Silver,50000
2241,Daewoo,Lanos 2,1999,1600,112000,automatic,Dark red,120000
2242,Lada,2110,2006,1600,63000,manual,Cyan,55000
2243,Chevrolet,Cruze,2016,1600,116000,automatic,Black,170000
2244,Geely,Ck,2006,1600,124000,manual,Black,45000
2245,Chevrolet,Optra,2006,1600,200000,automatic,Black,100000
2246,Hyundai,Accent,2012,1600,200000,automatic,Silver,165000
2247,Renault,Logan,2016,1600,28000,automatic,Silver,175000
2248,Chevrolet,Optra,2008,1600,137000,automatic,Silver,145000
2249,Lada,2107,2010,1600,100000,manual,Silver,40000
2250,Fiat,Shahin,2006,1400,200000,manual,White,60000
2251,Renault,Megane,2009,1600,170000,automatic,Light grey,120000
2252,Chevrolet,Optra,2010,1600,176000,automatic,Red,130000
2253,Speranza,A516,2009,1600,240000,manual,Black,88000
2254,Hyundai,Verna,2015,1600,140000,automatic,Light grey,135000
2255,Opel,Astra,2008,1600,200000,automatic,Black,140000
2256,Daewoo,Nubira 2,2007,1600,200000,manual,Dark blue,80000
2257,Renault,Clio,2001,1400,170000,manual,Silver,65000
2258,Geely,Emgrand 7,2014,1500,185000,manual,Gray,88000
2259,Daewoo,Lanos 2,2002,1600,350000,manual,White,66500
2260,Hyundai,Avante,2004,1600,150000,automatic,Silver,140000
2261,Mitsubishi,Mirage,1999,1500,177000,automatic,White,86000
2262,Nissan,Sunny,2019,1600,95000,automatic,Red,215000
2263,Kia,Cerato,2016,1600,82000,automatic,Light grey,285000
2264,Hyundai,Verna,2012,1600,130000,manual,Black,125000
2265,Chevrolet,Lanos,2011,1600,250000,manual,Black,120000
2266,Renault,Logan,2011,1600,172000,manual,Dark red,90000
2267,Hyundai,Accent,2010,1500,108000,automatic,Cyan,140000
2268,Skoda,Octavia A7,2014,1400,193000,automatic,Cyan,275000
2269,Kia,Cerato,2011,1600,92000,automatic,Black,200000
2270,Soueast,V3,2015,1600,15000,automatic,Black,110000
2271,Opel,Vectra,2000,1600,200000,manual,Silver,95000
2272,Daewoo,Lanos,2001,1500,200000,manual,Black,78000
2273,Speranza,A516,2010,1600,205000,manual,White,75000
2274,Toyota,Corolla,2007,1600,220000,automatic,Silver,210000
2275,Hyundai,Verna,2007,1600,190000,manual,Black,85000
2276,Daewoo,Lanos,2002,1500,170000,manual,Silver,78000
2277,Chevrolet,Optra,2010,1600,207000,manual,Silver,140000
2278,Byd,F3,2018,1500,140000,manual,Red,125000
2279,Speranza,A516,2010,1600,280000,manual,Black,75000
2280,Speranza,A516,2007,1600,190000,manual,White,70000
2281,Fiat,Petra,2003,1600,290000,manual,Silver,48000
2282,Hyundai,Elantra HD,2017,1600,90000,automatic,Bronze,250000
2283,Hyundai,Accent RB,2015,1600,90000,automatic,Red,225000
2284,Skoda,Fantasia,2012,1600,55000,automatic,Silver,255000
2285,Fiat,Shahin,1995,1600,200000,manual,Green,35000
2286,Saipa,Tiba,2014,1600,100000,manual,Brown,85000
2287,Nissan,Sunny,2015,1600,130000,automatic,Black,180000
2288,Nissan,Sunny,2011,1600,219798,manual,Black,135000
2289,Geely,Emgrand 7,2017,1500,280000,manual,Red,120000
2290,Kia,Cerato,2014,1600,190000,automatic,Brown,160000
2291,Volkswagen,Passat,2012,1400,130000,automatic,Light grey,275000
2292,Chevrolet,Optra,2016,1600,108000,automatic,Bronze,175000
2293,Mitsubishi,Lancer,2016,1600,200000,automatic,Dark red,230000
2294,Byd,F3,2018,1500,38000,manual,Black,175000
2295,Renault,Megane,2005,1600,220000,manual,Silver,120000
2296,Volkswagen,Passat,1999,1600,300000,manual,Blue,120000
2297,Proton,Gen 2,2008,1600,142000,automatic,Cyan,110000
2298,Daewoo,Nubira 2,2000,1600,120000,manual,Light grey,68000
2299,Renault,Megane,2020,1600,55000,automatic,Silver,350000
2300,Volkswagen,CC,2013,1400,110000,automatic,Black,330000
2301,Chevrolet,Aveo,2011,1600,170000,automatic,Silver,125000
2302,Hyundai,Elantra AD,2019,1600,83000,automatic,White,335000
2303,Hyundai,Verna,2015,1600,102000,manual,Light grey,128000
2304,Chevrolet,Aveo,2010,1500,170000,manual,Red,105000
2305,Proton,Gen 2,2006,1500,110000,automatic,Black,98000
2306,Ford,Mondeo,1998,1600,190000,manual,Green,55000
2307,Nissan,Sunny,2015,1600,91000,automatic,Bronze,149000
2308,MG,6,2020,1500,84000,automatic,Black,320000
2309,Nissan,Sunny,2006,1600,200000,automatic,Dark red,130000
2310,Kia,Cerato,2010,1600,200000,automatic,White,185000
2311,Hyundai,Elantra,2011,1600,150000,automatic,Black,192000
2312,Chevrolet,Aveo,2013,1500,51000,automatic,Light grey,160000
2313,Byd,F3,2020,1500,45000,manual,Blue,140000
2314,Daewoo,Cielo,1996,1500,175000,manual,Eggplant,50000
2315,Byd,F3,2014,1600,190000,manual,Silver,117000
2316,Skoda,Octavia A4,2006,1600,150000,automatic,Black,135000
2317,Peugeot,301,2015,1600,123000,manual,Mocha,150000
2318,Proton,Gen 2,2008,1600,115000,automatic,Gold,120000
2319,Chevrolet,Lanos,2009,1500,150000,manual,White,60000
2320,Renault,Logan,2010,1600,110000,manual,Black,95000
2321,Hyundai,Elantra,2008,1600,164000,automatic,Black,160000
2322,Geely,Emgrand 7,2015,1500,300000,manual,Dark red,85000
2323,Proton,Gen 2,2006,1600,110000,automatic,Black,98000
2324,Opel,Astra,2014,1600,130000,manual,Gray,230000
2325,Hyundai,Verna,2014,1600,167000,manual,Light grey,118000
2326,Hyundai,Elantra,2008,1600,248000,automatic,Dark red,155000
2327,Hyundai,Elantra,2008,1600,225000,automatic,Eggplant,150000
2328,Fiat,Siena,2003,1400,150000,manual,Silver,45000
2329,Chevrolet,Cruze,2015,1600,168000,automatic,Silver,166000
2330,Chevrolet,Aveo,2019,1600,95000,automatic,Light grey,195000
2331,Ford,Mondeo,2000,1600,200000,manual,Black,75000
2332,Geely,Emgrand 7,2015,1600,300000,manual,Black,100000
2333,Daewoo,Nubira 2,1999,1500,240000,manual,Gold,88000
2334,Kia,Spectra,2004,1600,200000,automatic,Black,90000
2335,Kia,Cerato,2019,1600,50000,automatic,Dark blue,300000
2336,Mitsubishi,Lancer,2008,1600,200000,automatic,Silver,152000
2337,Hyundai,Elantra MD,2012,1600,155000,automatic,White,109000
2338,Kia,Cerato,2011,1500,189000,automatic,Blue,200000
2339,Kia,Cerato,2011,1600,150000,automatic,Black,220000
2340,Renault,Logan,2015,1600,95000,manual,Dark blue,95000
2341,Hyundai,Verna,2009,1600,118000,manual,Dark red,95000
2342,Speranza,A516,2007,1500,159000,automatic,Gold,85000
2343,Fiat,Shahin,2004,1400,95000,manual,Red,55000
2344,Hyundai,Verna,2016,1600,43000,manual,Black,130000
2345,Daewoo,Nubira 2,2002,1600,220000,manual,Silver,85000
2346,Mercedes,S 320,2001,1600,290000,automatic,White,285000
2347,Byd,F3,2011,1600,320000,manual,Gold,75000
2348,Opel,Astra,2005,1600,300000,automatic,Silver,85000
2349,Hyundai,Elantra MD,2012,1600,156000,automatic,Gray,240000
2350,Hyundai,Verna,2013,1600,78000,manual,Light grey,135000
2351,Ford,Escort,1998,1600,200000,manual,Blue,35000
2352,Hyundai,Elantra HD,2017,1600,80000,automatic,Silver,285000
2353,Nissan,Sunny,2011,1600,122000,automatic,Eggplant,150000
2354,Lada,Granta,2019,1600,54000,manual,Blue,50000
2355,Nissan,Sunny,2014,1500,35000,automatic,Black,160000
2356,Lada,2107,2003,1600,75000,manual,White,38000
2357,Renault,Logan,2011,1600,216000,manual,Silver,115000
2358,Kia,Cerato,2017,1600,55000,automatic,Black,290000
2359,Peugeot,508,2018,1600,125000,automatic,Black,300000
2360,Daewoo,Nubira 2,2007,1600,100000,manual,White,80000
2361,Daewoo,Nubira 1,1997,1600,200000,manual,Olive,60000
2362,Toyota,Corolla,2008,1600,170000,automatic,Black,186000
2363,Chevrolet,Cruze,2013,1600,150000,automatic,Brown,145000
2364,Skoda,Fantasia,2011,1600,118000,manual,Gold,205000
2365,Fiat,Siena,2003,1600,114000,manual,Blue,49000
2366,Renault,Logan,2010,1600,130000,manual,Black,95000
2367,Hyundai,Elantra,2007,1600,140000,automatic,Dark red,165000
2368,Daewoo,Nubira 2,2002,1600,154000,automatic,Black,90000
2369,Byd,F3,2019,1500,80000,manual,Red,90000
2370,Geely,Emgrand 7,2014,1500,190000,manual,Silver,87000
2371,Peugeot,301,2015,1600,200000,automatic,Silver,135000
2372,Hyundai,Elantra AD,2017,1600,170000,automatic,Silver,250000
2373,Toyota,Corolla,2012,1600,214000,automatic,Silver,260000
2374,Renault,Logan,2017,1600,170000,manual,Black,130000
2375,Renault,Logan,2012,1600,158000,automatic,Silver,120000
2376,Nissan,Sunny,2018,1500,80000,automatic,Black,183000
2377,Nissan,Sunny,2017,1600,140000,automatic,Black,155000
2378,Chevrolet,Cruze,2010,1600,157000,automatic,Red,150000
2379,Hyundai,Elantra AD,2020,1600,18000,automatic,Black,330000
2380,Geely,Emgrand 7,2018,1600,130000,manual,White,130000
2381,Skoda,Fantasia,2013,1600,123000,automatic,Black,230000
2382,Mitsubishi,Lancer,2006,1600,150000,automatic,Blue,155000
2383,Nissan,Sunny,2013,1600,150000,manual,Black,115000
2384,Byd,F3,2015,1600,130000,manual,White,300000
2385,Chevrolet,Cruze,2016,1600,70000,automatic,Black,220000
2386,Daewoo,Lanos 2,2006,1600,170000,manual,Cyan,85000
2387,Mitsubishi,Lancer,2014,1600,93000,automatic,Dark red,215000
2388,Hyundai,Elantra MD,2015,1600,170000,automatic,Black,225000
2389,Toyota,Corolla,2019,1600,18000,automatic,Silver,160000
2390,Chevrolet,Optra,2020,1500,48000,automatic,Dark blue,240000
2391,Nissan,Sunny,2007,1600,200000,manual,White,90000
2392,Chevrolet,Lanos,2015,1400,114000,manual,Silver,115000
2393,Hyundai,Verna,2010,1600,142000,automatic,Gray,112000
2394,Volkswagen,Passat,2000,1600,130000,automatic,Cyan,125000
2395,Speranza,A516,2006,1600,230000,automatic,Olive,90000
2396,Fiat,Siena,2001,1600,297000,manual,Dark red,55000
2397,Nissan,Sunny,2008,1600,200000,manual,Gold,120000
2398,Daewoo,Lanos 2,2001,1500,300000,automatic,White,80000
2399,Hyundai,Verna,2015,1600,160000,manual,Silver,115000
2400,Hyundai,Accent RB,2011,1600,150000,manual,Black,150000
2401,Toyota,Corolla,2009,1600,140000,automatic,Black,195000
2402,Chevrolet,Aveo,2008,1500,130000,manual,Red,97000
2403,Geely,Emgrand 7,2015,1500,68000,manual,Silver,115000
2404,Daewoo,Lanos,1999,1500,110000,manual,Dark red,55000
2405,Skoda,Octavia A4,2000,1500,350000,automatic,Silver,120000
2406,Hyundai,Elantra MD,2012,1600,130000,automatic,Silver,220000
2407,Chevrolet,Optra,2008,1600,150000,automatic,Black,115000
2408,MG,6,2019,1600,45000,automatic,Red,330000
2409,Byd,F3,2019,1500,36000,manual,Light grey,170000
2410,Opel,Astra,2008,1600,174000,automatic,Gray,147000
2411,Skoda,Octavia A4,2000,1600,150000,manual,Black,115000
2412,Hyundai,Verna,2017,1600,150000,automatic,Silver,150000
2413,Chevrolet,Lanos,2010,1500,145000,manual,White,80000
2414,Byd,F3,2015,1600,200000,manual,Light grey,120000
2415,Nissan,Sunny,2008,1600,200000,automatic,Black,130000
2416,Hyundai,Elantra,2004,1600,168000,automatic,Silver,118000
2417,Renault,Megane,2005,1600,150000,automatic,Silver,95000
2418,Chevrolet,Optra,2007,1600,200000,automatic,Cyan,75000
2419,Hyundai,Elantra,2006,1600,277000,manual,Dark blue,120000
2420,Skoda,Octavia A5,2006,1600,200000,automatic,Light grey,190000
2421,Ford,Focus,2008,1600,230000,automatic,Black,150000
2422,Daewoo,Nubira 1,1998,1600,200000,manual,Silver,65000
2423,Renault,Logan,2010,1600,220000,manual,Gray,96000
2424,Toyota,Yaris,2015,1500,200000,automatic,Silver,185000
2425,Byd,F3,2014,1600,200000,automatic,Light grey,115000
2426,Renault,Logan,2016,1600,200000,automatic,Dark red,120000
2427,Speranza,A516,2011,1600,9000,manual,Black,118000
2428,Hyundai,Verna,2015,1600,200000,manual,White,130000
2429,Byd,F3,2020,1600,67000,manual,Bronze,175000
2430,Chevrolet,Lanos,2013,1500,116000,manual,Black,125000
2431,Proton,Waja,2005,1600,301520,automatic,Cyan,75000
2432,Speranza,A516,2008,1600,128000,manual,Black,90000
2433,Toyota,Corolla,2016,1600,135000,automatic,Bronze,330000
2434,Byd,F3,2011,1600,210000,manual,Gray,70000
2435,Chevrolet,Lanos,2010,1500,300000,manual,White,77000
2436,Renault,Logan,2019,1600,102000,automatic,Black,195000
2437,Toyota,Corolla,2009,1600,250000,automatic,Silver,180000
2438,Renault,Logan,2013,1600,190000,automatic,Black,105000
2439,Fiat,Shahin,2001,1400,85000,manual,Dark red,55000
2440,Chevrolet,Aveo,2010,1600,206000,automatic,Light grey,125000
2441,Opel,Vectra,1994,1600,248000,automatic,White,62000
2442,Chevrolet,Optra,2008,1600,250000,automatic,Silver,115000
2443,Kia,Cerato,2014,1600,156000,automatic,Black,220000
2444,Nissan,Sunny,2007,1600,235000,manual,Silver,105000
2445,Hyundai,Accent,2011,1600,300000,manual,Light grey,145000
2446,Hyundai,Elantra,2005,1600,190000,automatic,Black,130000
2447,Hyundai,Elantra,1994,1600,200000,automatic,Blue,58000
2448,Daewoo,Lanos,1999,1600,130000,manual,Silver,75000
2449,Daewoo,Lanos 2,2008,1500,200000,manual,Gold,85000
2450,Chevrolet,Cruze,2015,1600,130000,automatic,Light grey,155000
2451,Opel,Vectra,1998,1600,260000,automatic,White,80000
2452,Daewoo,Lanos,2002,1600,190000,automatic,Olive,80000
2453,Byd,F3,2020,1400,75000,automatic,Light grey,85000
2454,Hyundai,Elantra,2007,1500,135000,automatic,Gold,185000
2455,Hyundai,Accent,2002,1500,230000,manual,Silver,70000
2456,Byd,F3,2015,1500,90000,manual,White,120000
2457,Kia,Shuma,1998,1500,200000,automatic,Dark red,78000
2458,Chery,Envy,2013,1500,286000,manual,Black,105000
2459,Nissan,Sunny,2014,1600,130000,automatic,Dark red,142000
2460,Daewoo,Nubira 2,2006,1600,140000,manual,Dark red,90000
2461,Proton,Gen 2,2013,1600,150000,automatic,Silver,145000
2462,Nissan,Sunny,2017,1600,82000,automatic,Champagne,175000
2463,Chery,A11,2006,1600,160000,manual,White,53000
2464,Chevrolet,Aveo,2020,1600,80000,automatic,White,290000
2465,Honda,Civic,1992,1500,181000,automatic,Dark red,87000
2466,Nissan,Sunny,2010,1600,130000,automatic,Silver,140000
2467,Hyundai,Verna,2013,1600,88000,manual,Dark red,110000
2468,Chevrolet,Lanos,2015,1500,170000,manual,Silver,95000
2469,Mitsubishi,Lancer,2006,1500,110000,automatic,Gray,130000
2470,Nissan,Sunny,2020,1600,45000,automatic,Black,260000
2471,Speranza,A516,2010,1600,250000,manual,Gray,73000
2472,Chevrolet,Lanos,2012,1500,160000,manual,Dark red,90000
2473,Kia,Cerato,2017,1600,126000,automatic,Black,255000
2474,Renault,Logan,2012,1600,170000,manual,Red,95000
2475,Kia,Cerato,2017,1600,65000,automatic,Light grey,310000
2476,Opel,Astra,2004,1600,200000,automatic,Silver,90000
2477,Mercedes,C 200,1995,1600,96120,automatic,Black,180000
2478,Chevrolet,Optra,2006,1600,200000,manual,White,95000
2479,Hyundai,Elantra MD,2012,1600,123000,automatic,Black,250000
2480,Chevrolet,Optra,2008,1600,244000,automatic,Gold,110000
2481,Chevrolet,Lanos,2014,1400,107000,manual,Light grey,125000
2482,Chevrolet,Lanos,2015,1500,74000,manual,Black,120000
2483,Nissan,Sunny,1996,1500,250000,manual,Green,65000
2484,Hyundai,Verna,2014,1600,107000,manual,Gray,125000
2485,Chevrolet,Optra,2013,1600,65000,manual,Light grey,160000
2486,Toyota,Corolla,2007,1600,100000,automatic,Black,245000
2487,Opel,Astra,2015,1600,218000,automatic,Black,198000
2488,Daewoo,Nubira 2,2008,1600,160000,manual,Black,130000
2489,Hyundai,Accent,2012,1600,120000,automatic,Red,180000
2490,Opel,Vectra,2008,1600,224000,automatic,Black,160000
2491,Kia,Rio,2014,1600,150000,automatic,Red,220000
2492,Daewoo,Nubira 1,1997,1600,180000,manual,White,60000
2493,Chevrolet,Lanos,2016,1500,74000,manual,Dark red,130000
2494,Mazda,Familia,1997,1500,200000,manual,White,45000
2495,Chevrolet,Lanos,2015,1600,50000,manual,Dark red,110000
2496,Renault,Megane,2008,1600,217000,automatic,Black,130000
2497,Toyota,Corolla,2011,1600,216000,automatic,Silver,220000
2498,Daewoo,Nubira 1,1999,1600,170000,manual,Black,65000
2499,Chery,Arrizo 5,2020,1500,113000,automatic,Light grey,98500
2500,Kia,Cerato,2018,1600,82000,automatic,Silver,210000
2501,Speranza,M11,2012,1600,260000,manual,Gray,87000
2502,Mitsubishi,Lancer,2015,1600,55000,automatic,Silver,249000
2503,Daewoo,Lanos,1999,1500,200000,manual,Dark blue,80000
